datum,ka_ruhleben
2017-06-15,0.96
2017-06-16,74.76
2017-06-17,2.21
2017-06-18,1.06
2017-06-19,5.3
2017-06-20,2.17
2017-06-21,7.33
2017-06-22,72.5
2017-06-23,179.71
2017-06-24,2.85
2017-06-25,46.34
2017-06-26,109.07
2017-06-27,7.48
2017-06-28,21.24
2017-06-29,141.54
2017-06-30,265.18
2017-07-01,158.6
2017-07-02,55.95
2017-07-03,12.42
2017-07-04,6.99
2017-07-05,12.49
2017-07-06,12.1
2017-07-07,78.16
2017-07-08,28.23
2017-07-09,2.05
2017-07-10,121.44
2017-07-11,35.99
2017-07-12,81
2017-07-13,24.73
2017-07-14,10.09
2017-07-14,10.09
2017-07-15,40.31
2017-07-15,40.31
2017-07-16,9.63
2017-07-16,9.63
2017-07-17,25.41
2017-07-17,25.41
2017-07-18,12.2
2017-07-18,12.2
2017-07-19,9.93
2017-07-19,9.93
2017-07-20,82.18
2017-07-21,9.96
2017-07-22,105.04
2017-07-23,164.63
2017-07-24,16.05
2017-07-25,276.54
2017-07-26,182.65
2017-07-27,53.08
2017-07-28,9.72
2017-07-29,5.33
2017-07-30,25.33
2017-07-31,3.86
2017-08-01,61.99
2017-08-02,9.68
2017-08-03,68.19
2017-08-04,19.2
2017-08-05,2.69
2017-08-06,1.03
2017-08-07,5.49
2017-08-08,8.07
2017-08-09,9.18
2017-08-10,25.26
2017-08-11,123.74
2017-08-12,31.71
2017-08-13,1.41
2017-08-14,0.97
2017-08-15,4.07
2017-08-16,94.5
2017-08-17,25.04
2017-08-18,40.87
2017-08-19,55.26
2017-08-20,1.16
2017-08-21,8.54
2017-08-22,1.13
2017-08-23,4.97
2017-08-24,10.59
2017-08-25,7.01
2017-08-26,6.62
2017-08-27,4.49
2017-08-28,4.14
2017-08-29,4.15
2017-08-30,5.72
2017-08-31,66.4
2017-09-01,8.99
2017-09-02,9.62
2017-09-03,45.87
2017-09-04,6.91
2017-09-05,7.08
2017-09-06,109.08
2017-09-07,9.09
2017-09-08,6.34
2017-09-09,29.73
2017-09-10,7.02
2017-09-11,9.42
2017-09-12,11.88
2017-09-13,73.47
2017-09-14,69.58
2017-09-15,19.58
2017-09-16,10.03
2017-09-17,7.31
2017-09-18,8.95
2017-09-19,NA
2017-09-20,NA
2017-09-21,NA
2017-09-22,NA
2017-09-23,NA
2017-09-24,NA
2017-09-25,NA
2017-09-26,NA
2017-09-27,NA
2017-09-28,NA
2017-09-29,NA
2017-09-30,NA
2017-10-01,NA
2017-10-02,NA
2017-10-03,NA
2017-10-04,NA
2017-10-05,NA
2017-10-06,NA
2017-10-07,NA
2017-10-08,NA
2017-10-09,NA
2017-10-10,NA
2017-10-11,NA
2017-10-12,NA
2017-10-13,NA
2017-10-14,NA
2017-10-15,NA
2017-10-16,NA
2017-10-17,NA
2017-06-22,72.5
2017-06-23,179.71
2017-06-24,4.08
2017-06-25,NA
2017-06-26,109.07
2017-06-27,7.48
2017-06-28,21.13
2017-06-29,141.49
2017-06-30,265.18
2017-07-01,158.54
2017-07-02,55.87
2017-07-03,12.42
2017-07-04,6.85
2017-07-05,11.43
2017-07-06,11.98
2017-07-07,78.13
2017-07-08,28.23
2017-07-09,2.04
2017-07-10,121.44
2017-07-11,35.99
2017-07-12,80.87
2017-07-13,24.52
2017-07-14,10.04
2017-07-15,40.28
2017-07-16,9.55
2017-07-17,25.33
2017-07-18,12.2
2017-07-19,9.93
2017-07-20,82.12
2017-07-21,9.96
2017-07-22,105.04
2017-07-23,164.63
2017-07-24,16.05
2017-07-25,276.54
2017-07-26,182.65
2017-07-27,53.02
2017-07-28,9.71
2017-07-29,5.33
2017-07-30,25.33
2017-07-31,3.86
2017-08-01,61.99
2017-08-02,9.68
2017-08-03,68.19
2017-08-04,19.2
2017-08-05,2.7
2017-08-06,1.03
2017-08-07,5.49
2017-08-08,8.05
2017-08-09,9.17
2017-08-10,25.26
2017-08-11,165.21
2017-08-12,NA
2017-08-13,NA
2017-08-14,0.97
2017-08-15,4.07
2017-08-16,94.48
2017-08-17,24.89
2017-08-18,40.69
2017-08-19,55.23
2017-08-20,1.16
2017-08-21,8.54
2017-08-22,1.12
2017-08-23,4.89
2017-08-24,10.55
2017-08-25,6.98
2017-08-26,6.63
2017-08-27,4.48
2017-08-28,4.14
2017-08-29,4.14
2017-08-30,5.71
2017-08-31,66.37
2017-09-01,8.98
2017-09-02,9.63
2017-09-03,45.79
2017-09-04,6.9
2017-09-05,7.07
2017-09-06,109.07
2017-09-07,8.96
2017-09-08,6.28
2017-09-09,29.73
2017-09-10,6.99
2017-09-11,9.38
2017-09-12,11.67
2017-09-13,73.47
2017-09-14,69.55
2017-09-15,19.26
2017-09-16,9.96
2017-09-17,7.31
2017-09-18,8.94
2017-09-19,5.94
2017-09-20,10.77
2017-09-21,1.1
2017-09-22,7.2
2017-09-23,51.91
2017-09-24,150.56
2017-09-25,26.37
2017-09-26,7.45
2017-09-27,9.07
2017-09-28,3.88
2017-09-29,5.67
2017-09-30,9.47
2017-10-01,208.75
2017-10-02,301.5
2017-10-03,294.73
2017-10-04,216.29
2017-10-05,253.42
2017-10-06,294.89
2017-10-07,274.54
2017-10-08,374.01
2017-10-09,265.38
2017-10-10,281.99
2017-10-11,243.87
2017-10-12,236.04
2017-10-13,237.7
2017-10-14,227.59
2017-10-15,236.93
2017-10-16,24.58
2017-10-17,-150.4
2017-10-18,-150.43
2017-10-19,-150.43
2017-10-20,-150.41
2017-10-21,-150.43
2017-10-22,-150.41
2017-10-23,-150.44
2017-10-24,-150.42
2017-10-25,-150.45
2017-10-26,-150.43
2017-10-27,-150.45
2017-10-28,-150.47
2017-10-29,-150.47
2017-10-30,-150.48
2017-10-31,-150.5
2017-11-01,-150.45
2017-11-02,-150.46
2017-11-03,-150.46
2017-11-04,-150.46
2017-11-05,-150.45
2017-11-06,25.04
2017-11-07,230.79
2017-11-08,235.23
2017-11-09,231.97
2017-11-10,285.33
2017-11-11,226.06
2017-11-12,225.62
2017-11-13,249.54
2017-11-14,215.45
2017-11-15,235.37
2017-11-16,230.38
2017-11-17,231.78
2017-11-18,254.11
2017-11-19,279.85
2017-11-20,278.32
2017-11-21,261.65
2017-11-22,291.02
2017-11-23,226.03
2017-11-24,234.67
2017-11-25,374.66
2017-11-26,281.66
2017-11-27,294.17
2017-11-28,277.88
2017-11-29,231.51
2017-11-30,225.68
2017-12-01,232.25
2017-12-02,224.74
2017-12-03,238.86
2017-12-04,272.4
2017-12-05,260.81
2017-12-06,225.15
2017-12-07,243.25
2017-12-08,296.4
2017-12-09,271.56
2017-12-10,264.33
2017-12-11,377.1
2017-12-12,304.65
2017-12-13,260.52
2017-12-14,396.3
2017-12-15,269.83
2017-12-16,228.91
2017-12-17,261.76
2017-12-18,235.44
2017-12-19,233.51
2017-12-20,239.48
2017-12-21,268.85
2017-12-22,220.24
2017-12-23,216.88
2017-12-24,200.84
2017-12-25,174.99
2017-12-26,184.84
2017-12-27,208.74
2017-12-28,209.79
2017-12-29,205.43
2017-12-30,255.72
2017-12-31,259.06
2018-01-01,206.75
2018-01-02,309.62
2018-01-03,404.25
2018-01-04,339.02
2018-01-05,252.54
2018-01-06,223.4
2018-01-07,229.63
2018-01-08,227.82
2018-01-09,233.46
2018-01-10,201.6
2018-01-11,300.84
2018-01-12,221.14
2018-01-13,220.61
2018-01-14,229.78
2018-01-15,231.56
2018-01-16,369.58
2018-01-17,319.26
2018-01-18,353.6
2018-01-19,285.54
2018-01-20,226.19
2018-01-21,236.09
2018-01-22,243.13
2018-01-23,234.14
2018-01-24,262.77
2018-01-25,274.45
2018-01-26,409.52
2018-01-27,224.1
2018-01-28,255.7
2018-01-29,299.07
2018-01-30,273.45
2018-01-31,309.21
2018-02-01,319.41
2018-02-02,235.88
2018-02-03,240.87
2018-02-04,222.03
2018-02-05,221.15
2018-02-06,236.9
2018-02-07,232.21
2018-02-08,230.61
2018-02-09,230.65
2018-02-10,228.26
2018-02-11,271.1
2018-02-12,248.5
2018-02-13,234.03
2018-02-14,233.89
2018-02-15,243.4
2018-02-16,255.36
2018-02-17,246.36
2018-02-18,250.15
2018-02-19,243.51
2018-02-20,244.11
2018-02-21,251.35
2018-02-22,239.63
2018-02-23,233.87
2018-02-24,234.01
2018-02-25,238.44
2018-02-26,231.51
2018-02-27,225.99
2018-02-28,229.45
2018-03-01,234.11
2018-03-02,232.68
2018-03-03,234.48
2018-03-04,245.68
2018-03-05,238.05
2018-03-06,278
2018-03-07,335.07
2018-03-08,271.94
2018-03-09,351.08
2018-03-10,253.97
2018-03-11,253.7
2018-03-12,318.78
2018-03-13,359.94
2018-03-14,276.36
2018-03-15,236.22
2018-03-16,233.89
2018-03-17,234.12
2018-03-18,244.76
2018-03-19,248.77
2018-03-20,240.78
2018-03-21,240.88
2018-03-22,322.52
2018-03-23,276.62
2018-03-24,238.99
2018-03-25,243.79
2018-03-26,249.45
2018-03-27,247.48
2018-03-28,282.48
2018-03-29,312.56
2018-03-30,169.61
2018-03-31,190.96
2018-04-01,73.8
2018-04-02,1.57
2018-04-03,11.83
2018-04-04,18.74
2018-04-05,45.26
2018-04-06,7.76
2018-04-07,7.02
2018-04-08,11.31
2018-04-09,8.36
2018-04-10,9.79
2018-04-11,11.41
2018-04-12,25.75
2018-04-13,75
2018-04-14,213.06
2018-04-15,23.27
2018-04-16,46.41
2018-04-17,7.37
2018-04-18,6.15
2018-04-19,13.04
2018-04-20,1.08
2018-04-21,NA
2018-04-22,NA
2018-04-23,4.77
2018-04-24,10.3
2018-04-25,48.84
2018-04-26,88.6
2018-04-27,21.71
2018-04-28,9.95
2018-04-29,7.39
2018-04-30,7.56
2018-05-01,10.62
2018-05-02,9.58
2018-05-03,11.45
2018-05-04,11.42
2018-05-05,3.9
2018-05-06,4.99
2018-05-07,5.16
2018-05-08,9.86
2018-05-09,7.63
2018-05-10,30.54
2018-05-11,10.54
2018-05-12,3.09
2018-05-13,1.05
2018-05-14,6.9
2018-05-15,69.36
2018-05-16,41.18
2018-05-17,1.03
2018-05-18,8.97
2018-05-19,4.03
2018-05-20,1.04
2018-05-21,0.98
2018-05-22,7.97
2018-05-23,7.43
2018-05-24,9.8
2018-05-25,12
2018-05-26,1.26
2018-05-27,NA
2018-05-28,12.97
2018-05-29,6.98
2018-05-30,64.41
2018-05-31,11.22
2018-06-01,50.8
2018-06-02,96.42
2018-06-03,4.55
2018-06-04,5.88
2018-06-05,0.98
2018-06-06,4.96
2018-06-07,3.48
2018-06-08,5.96
2018-06-09,1.05
2018-06-10,61.48
2018-06-11,6.22
2018-06-12,2.66
2018-06-13,10.24
2018-06-14,0.98
2018-06-15,9.29
2018-06-16,4.03
2018-06-17,1.24
2018-06-18,8.22
2018-06-19,5.93
2018-06-20,5.8
2018-06-21,31.38
2018-06-22,22.51
2018-06-23,37.62
2018-06-24,88.93
2018-06-25,9.67
2018-06-26,0.99
2018-06-27,6.55
2018-06-28,0.95
2018-06-29,0.96
2018-06-30,0.99
2018-07-01,1.01
2018-07-02,1.25
2018-07-03,3.31
2018-07-04,1.9
2018-07-05,0.86
2018-07-06,2.67
2018-07-07,5.31
2018-07-08,6.8
2018-07-09,1.95
2018-07-10,1.31
2018-07-11,106.89
2018-07-12,228.1
2018-07-13,17.36
2018-07-14,0.96
2018-07-15,1.36
2018-07-16,0.91
2018-07-17,0.91
2018-07-18,2.85
2018-07-19,0.93
2018-07-20,3.8
2018-07-21,0.93
2018-07-22,1.02
2018-07-23,0.99
2018-07-24,0.99
2018-07-25,2.69
2018-07-26,0.95
2018-07-27,0.98
2018-07-28,24.01
2018-07-29,4.99
2018-07-30,0.92
2018-07-31,0.83
2018-08-01,2.61
2018-08-02,0.86
2018-08-03,0.89
2018-08-04,0.89
2018-08-05,0.88
2018-08-06,0.9
2018-08-07,0.89
2018-08-08,0.96
2018-08-09,4.44
2018-08-10,11.25
2018-08-11,0.99
2018-08-12,1.04
2018-08-13,2.63
2018-08-14,0.95
2018-08-15,7.47
2018-08-16,1.02
2018-08-17,1.29
2018-08-18,5.76
2018-08-19,6.52
2018-08-20,8.63
2018-08-21,5.92
2018-08-22,8.33
2018-08-23,6.29
2018-08-24,7.98
2018-08-25,5.53
2018-08-26,0.99
2018-08-27,6.56
2018-08-28,0.98
2018-08-29,7.24
2018-08-30,1
2018-08-31,8.11
2018-09-01,1.04
2018-09-02,5.6
2018-09-03,8.12
2018-09-04,0.91
2018-09-05,3.09
2018-09-06,4.04
2018-09-07,3.8
2018-09-08,7.4
2018-09-09,0.95
2018-09-10,2.17
2018-09-11,7.02
2018-09-12,7
2018-09-13,2.96
2018-09-14,8.69
2018-09-15,1.02
2018-09-16,NA
2018-09-17,13.5
2018-09-18,10.68
2018-09-19,6.24
2018-09-20,7.4
2018-09-21,13.71
2018-09-22,10.79
2018-09-23,89.46
2018-09-24,75.85
2018-09-25,1.07
2018-09-26,1.11
2018-09-27,NA
2018-09-28,9.78
2018-09-29,7.22
2018-09-30,1.07
2018-10-01,209.64
2018-10-02,219.5
2018-10-03,220.35
2018-10-04,211.2
2018-10-05,210.61
2018-10-06,199.08
2018-10-07,201.62
2018-10-08,205.85
2018-10-09,201.91
2018-10-10,184.49
2018-10-11,213.77
2018-10-12,215.09
2018-10-13,202.93
2018-10-14,203.52
2018-10-15,208.08
2018-10-16,211.66
2018-10-17,215.26
2018-10-18,207.76
2018-10-19,211.91
2018-10-20,197.05
2018-10-21,199.68
2018-10-22,225.49
2018-10-23,272.43
2018-10-24,251.81
2018-10-25,225.3
2018-10-26,188.88
2018-10-27,203.5
2018-10-28,212.84
2018-10-29,216.06
2018-10-30,207.23
2018-10-31,164.87
2018-11-01,213.96
2018-11-02,217.82
2018-11-03,211.22
2018-11-04,212.71
2018-11-05,220.04
2018-11-06,216.21
2018-11-07,218.38
2018-11-08,217.96
2018-11-09,218.5
2018-11-10,130.9
2018-11-11,NA
2018-11-12,NA
2018-11-13,324.91
2018-11-14,216.21
2018-11-15,213.04
2018-11-16,219.57
2018-11-17,217.73
2018-11-18,215.07
2018-11-19,221.97
2018-11-20,209.3
2018-11-21,217.96
2018-11-22,219.36
2018-11-23,214.94
2018-11-24,132.98
2018-11-25,NA
2018-11-26,NA
2018-11-27,NA
2018-11-28,NA
2018-11-29,227.31
2018-11-30,267.39
2018-12-01,221.85
2018-12-02,246.5
2018-12-03,267.2
2018-12-04,225.31
2018-12-05,200.46
2018-12-06,193.84
2018-12-07,305.1
2018-12-08,309.61
2018-12-09,318.3
2018-12-10,222.39
2018-12-11,281.2
2018-12-12,222.74
2018-12-13,224.05
2018-12-14,211.88
2018-12-15,214.54
2018-12-16,226.01
2018-12-17,221.43
2018-12-18,222.03
2018-12-19,212.41
2018-12-20,217.82
2018-12-21,306.22
2018-12-22,208.21
2018-12-23,NA
2018-12-24,NA
2018-12-25,NA
2018-12-26,NA
2018-12-27,NA
2019-01-01,NA
2019-01-02,215.37
2019-01-03,212.24
2019-01-04,226.62
2019-01-05,244.53
2019-01-06,215.58
2019-01-07,269.99
2019-01-08,443.92
2019-01-09,338.5
2019-01-10,236.95
2019-01-11,227.5
2019-01-12,262.33
2019-01-13,313.82
2019-01-14,216.71
2019-01-15,214.76
2019-01-16,248.79
2019-01-17,243.47
2019-01-18,227.91
2019-01-19,208.81
2019-01-20,216.5
2019-01-21,212.15
2019-01-22,212.71
2019-01-23,210.1
2019-01-24,210.14
2019-01-25,215.48
2019-01-26,290.27
2019-01-27,248.61
2019-01-28,275.62
2019-01-29,236.91
2019-01-30,226.3
2019-01-31,225.29
2019-02-01,216.4
2019-02-02,177.56
2019-02-03,NA
2019-02-04,207.89
2019-02-05,197.07
2019-02-06,201.12
2019-02-07,202.58
2019-02-08,209.76
2019-02-09,229.21
2019-02-10,319.44
2019-02-11,320.25
2019-02-12,219.82
2019-02-13,222.06
2019-02-14,221.4
2019-02-15,225.97
2019-02-16,217.12
2019-02-17,222.41
2019-02-18,214.17
2019-02-19,232.3
2019-02-20,118.24
2019-02-21,245.51
2019-02-22,233.08
2019-02-23,210.14
2019-02-24,214.07
2019-02-25,216.75
2019-02-26,213.18
2019-02-27,220.52
2019-02-28,210.5
2019-03-01,207.31
2019-03-02,127.25
2019-03-03,NA
2019-03-04,277.19
2019-03-05,232.44
2019-03-06,204.71
2019-03-07,246.13
2019-03-08,227.24
2019-03-09,288.16
2019-03-10,333.85
2019-03-11,385.05
2019-03-12,244.93
2019-03-13,229.74
2019-03-14,86.54
2019-03-15,0.06
2019-03-16,0.06
2019-03-17,0.06
2019-03-18,0.06
2019-03-19,0.05
2019-03-20,0.05
2019-03-21,0.05
2019-03-22,0.06
2019-03-23,0.04
2019-03-24,NA
2019-03-25,0.06
2019-03-26,0.06
2019-03-27,0.06
2019-03-28,0.06
2019-03-29,0.51
2019-03-30,3.29
2019-03-31,1.12
2019-04-01,2.86
2019-04-02,7.37
2019-04-03,9.45
2019-04-04,13
2019-04-05,7.13
2019-04-06,5.94
2019-04-07,8.18
2019-04-08,9.02
2019-04-09,5.92
2019-04-10,14.6
2019-04-11,5.46
2019-04-12,3.11
2019-04-13,6.24
2019-04-14,58.05
2019-04-15,11.04
2019-04-16,2.17
2019-04-17,5.27
2019-04-18,7.15
2019-04-19,6.63
2019-04-20,2.24
2019-04-21,0.98
2019-04-22,1.02
2019-04-23,7.37
2019-04-24,1
2019-04-25,9.95
2019-04-26,8.97
2019-04-27,27.79
2019-04-28,23.73
2019-04-29,47.94
2019-04-30,2.5
2019-05-01,7.77
2019-05-02,2.95
2019-05-03,12.67
2019-05-04,7.01
2019-05-05,7.18
2019-05-06,1.05
2019-05-07,1.04
2019-05-08,7.15
2019-05-09,8.33
2019-05-10,5.23
2019-05-11,9.25
2019-05-12,1.02
2019-05-13,3.77
2019-05-14,1.97
2019-05-15,5.86
2019-05-16,148.44
2019-05-17,9.66
2019-05-18,11.45
2019-05-19,9.8
2019-05-20,148.06
2019-05-21,130.72
2019-05-22,35.74
2019-05-23,3.74
2019-05-24,10.76
2019-05-25,1.01
2019-05-26,0.99
2019-05-27,1
2019-05-28,1
2019-05-29,1.4
2019-05-30,0.98
2019-05-31,26.64
2019-06-01,10.38
2019-06-02,1
2019-06-03,7.25
2019-06-04,2.45
2019-06-05,1.16
2019-06-06,85.24
2019-06-07,48.19
2019-06-08,0.94
2019-06-09,0.95
2019-06-10,75.65
2019-06-11,37.3
2019-06-12,241.7
2019-06-13,83.94
2019-06-14,12.82
2019-06-15,10.2
2019-06-16,9.57
2019-06-17,12.89
2019-06-18,16.21
2019-06-19,12.53
2019-06-20,20.59
2019-06-21,7.23
2019-06-22,6.11
2019-06-23,6.51
2019-06-24,7.91
2019-06-25,12.23
2019-06-26,8.27
2019-06-27,7.9
2019-06-28,3.18
2019-06-29,4.7
2019-06-30,1.12
2019-07-01,5.17
2019-07-02,4.18
2019-07-03,8.12
2019-07-04,5.72
2019-07-05,4.24
2019-07-06,35.47
2019-07-07,21.2
2019-07-08,11.48
2019-07-09,4.08
2019-07-10,3.49
2019-07-11,0.91
2019-07-12,34.14
2019-07-13,51.34
2019-07-14,2.97
2019-07-15,2.27
2019-07-16,2.27
2019-07-17,0.96
2019-07-18,0.87
2019-07-19,2.13
2019-07-20,5.2
2019-07-21,66.87
2019-07-22,1.97
2019-07-23,1.4
2019-07-24,3.41
2019-07-25,0.94
2019-07-26,0.97
2019-07-27,1
2019-07-28,0.99
2019-07-29,55.64
2019-07-30,10.07
2019-07-31,42.14
2019-08-01,82.98
2019-08-02,77.83
2019-08-03,33.45
2019-08-04,1.27
2019-08-05,1.37
2019-08-06,8.24
2019-08-07,28.43
2019-08-08,6.63
2019-08-09,6.17
2019-08-10,7.72
2019-08-11,4.79
2019-08-12,5.52
2019-08-13,2.71
2019-08-14,2
2019-08-15,4.25
2019-08-16,6.9
2019-08-17,1.1
2019-08-18,100.69
2019-08-19,25.3
2019-08-20,0.94
2019-08-21,5.08
2019-08-22,7.95
2019-08-23,6.34
2019-08-24,6.36
2019-08-25,1.56
2019-08-26,16.41
2019-08-27,4.61
2019-08-28,7.53
2019-08-29,0.95
2019-08-30,5.93
2019-08-31,7.18
2019-09-01,5.72
2019-09-02,0.92
2019-09-03,0.97
2019-09-04,6.34
2019-09-05,11.88
2019-09-06,4.61
2019-09-07,5.28
2019-09-08,3
2019-09-09,157.87
2019-09-10,41.38
2019-09-11,9.97
2019-09-12,4.82
2019-09-13,2.81
2019-09-14,0.97
2019-09-15,0.97
2019-09-16,3.53
2019-09-17,8.27
2019-09-18,5.11
2019-09-19,5.46
2019-09-20,1.02
2019-09-21,6.82
2019-09-22,4.74
2019-09-23,0.97
2019-09-24,0.99
2019-09-25,11.62
2019-09-26,8.24
2019-09-27,125.4
2019-09-28,109.9
2019-09-29,96.4
2019-09-30,92.94
2019-10-01,283.92
2019-10-02,325.51
2019-10-03,267.39
2019-10-04,261.12
2019-10-05,396.38
2019-10-06,191.21
2019-10-07,188.57
2019-10-08,214.72
2019-10-09,210.03
2019-10-10,261.01
2019-10-11,221.78
2019-10-12,199.21
2019-10-13,197.7
2019-10-14,200.59
2019-10-15,201.75
2019-10-16,299.78
2019-10-17,217.89
2019-10-18,238.46
2019-10-19,229.41
2019-10-20,215.79
2019-10-21,219.52
2019-10-22,214.25
2019-10-23,212.01
2019-10-24,209.48
2019-10-25,223.18
2019-10-26,213.93
2019-10-27,236.75
2019-10-28,243.55
2019-10-29,217.74
2019-10-30,220.74
2019-10-31,221.59
2019-11-01,228.98
2019-11-02,240.75
2019-11-03,261.33
2019-11-04,325.63
2019-11-05,224.03
2019-11-06,289.21
2019-11-07,220.96
2019-11-08,212.49
2019-11-09,231.66
2019-11-10,213.99
2019-11-11,207.66
2019-11-12,208.48
2019-11-13,211.84
2019-11-14,203.89
2019-11-15,118.18
2019-11-16,299.52
2019-11-17,223.94
2019-11-18,217.44
2019-11-19,208.37
2019-11-20,353.57
2019-11-21,258.64
2019-11-22,252.96
2019-11-23,207.09
2019-11-24,210.03
2019-11-25,207.21
2019-11-26,117.29
2019-11-27,NA
2019-11-28,NA
2019-11-29,NA
2019-11-30,NA
2019-12-01,NA
NA,NA
