datum,r
2011-05-28,0.2960526315789474
2011-05-29,0.40197368421052626
2011-05-30,0.20065789473684212
2011-05-31,4.692105263157894
2011-06-01,0.40197368421052626
2011-06-02,0.07105263157894737
2011-06-03,0.025
2011-06-04,0.038815789473684206
2011-06-05,0.9118421052631579
2011-06-06,9.651315789473683
2011-06-07,0.5894736842105263
2011-06-08,4.557236842105263
2011-06-09,0.2822368421052631
2011-06-10,0.18421052631578946
2011-06-11,1.4210526315789473
2011-06-12,0.14605263157894738
2011-06-13,0.3493421052631579
2011-06-14,3.281578947368421
2011-06-15,0.31184210526315786
2011-06-16,0.5256578947368421
2011-06-17,0.5256578947368421
2011-06-18,6.900657894736843
2011-06-19,4.402631578947369
2011-06-20,1.275
2011-06-21,0.1480263157894737
2011-06-22,14.103947368421052
2011-06-23,0.9592105263157895
2011-06-24,2.1355263157894737
2011-06-25,1.5657894736842104
2011-06-26,0.0375
2011-06-27,0.07236842105263158
2011-06-28,0.04407894736842105
2011-06-29,0.10394736842105264
2011-06-30,0.3611842105263158
2011-07-01,0.2690789473684211
2011-07-02,5.933552631578947
2011-07-03,2.986842105263158
2011-07-04,6.961184210526317
2011-07-05,0.10921052631578947
2011-07-06,4.682894736842106
2011-07-07,0.14144736842105263
2011-07-08,5.457236842105263
2011-07-09,1.4217105263157896
2011-07-10,5.811184210526315
2011-07-11,7.992763157894737
2011-07-12,0.5243421052631578
2011-07-13,1.707236842105263
2011-07-14,2.069078947368421
2011-07-15,0.4875
2011-07-16,0.3190789473684211
2011-07-17,11.101973684210526
2011-07-18,1.3736842105263158
2011-07-19,0.5592105263157895
2011-07-20,0.18092105263157893
2011-07-21,10.052631578947368
2011-07-22,21.04078947368421
2011-07-23,0.7973684210526316
2011-07-24,0.3276315789473684
2011-07-25,0.27039473684210524
2011-07-26,0.0881578947368421
2011-07-27,0.10921052631578947
2011-07-28,1.9019736842105264
2011-07-29,41.14802631578947
2011-07-30,25.017763157894738
2011-07-31,1.3328947368421054
2011-08-01,2.2111842105263158
2011-08-02,0.06513157894736842
2011-08-03,0.04802631578947368
2011-08-04,6.457894736842105
2011-08-05,2.5894736842105264
2011-08-06,0.2263157894736842
2011-08-07,0.8993421052631578
2011-08-08,4.971052631578948
2011-08-09,1.0940789473684212
2011-08-10,0.3592105263157895
2011-08-11,2.1881578947368423
2011-08-12,6.957894736842105
2011-08-13,0.3414473684210526
2011-08-14,8.798026315789475
2011-08-15,0.3986842105263158
2011-08-16,0.3605263157894737
2011-08-17,0.4585526315789473
2011-08-18,0.2651315789473684
2011-08-19,2.567105263157895
2011-08-20,0.37236842105263157
2011-08-21,0.09078947368421053
2011-08-22,0.530921052631579
2011-08-23,7.626973684210526
2011-08-24,9.726315789473684
2011-08-25,0.5157894736842106
2011-08-26,0.06842105263157895
2011-08-27,5.598684210526316
2011-08-28,0.06315789473684211
2011-08-29,0.9980263157894737
2011-08-30,0.4703947368421052
2011-08-31,0.0875
2011-09-01,0.5322368421052632
2011-09-02,0.2013157894736842
2011-09-03,0.05197368421052632
2011-09-04,0.034868421052631576
2011-09-05,5.563815789473685
2011-09-06,0.4855263157894737
2011-09-07,4.0453947368421055
2011-09-08,3.6421052631578945
2011-09-09,2.617105263157895
2011-09-10,0.45
2011-09-11,9.196710526315789
2011-09-12,0.002631578947368421
2011-09-13,0.018421052631578946
2011-09-14,0.10789473684210527
2011-09-15,0.2710526315789474
2011-09-16,0.27828947368421053
2011-09-17,0.9230263157894736
2011-09-18,9.284868421052632
2011-09-19,0.13355263157894737
2011-09-20,0.24605263157894738
2011-09-21,0.18289473684210528
2011-09-22,0.06513157894736842
2011-09-23,6.578947368421052e-4
2011-09-24,0.017105263157894738
2011-09-25,0.15855263157894736
2011-09-26,0.26710526315789473
2011-09-27,0.7960526315789473
2011-09-28,0.6151315789473684
2011-09-29,0.26842105263157895
2011-09-30,0.3138157894736842
2012-05-01,7.728947368421052
2012-05-02,0.13421052631578947
2012-05-03,2.7269736842105265
2012-05-04,0.2881578947368421
2012-05-05,2.2013157894736843
2012-05-06,0.75
2012-05-07,0.07302631578947369
2012-05-08,0.03684210526315789
2012-05-09,0.39539473684210524
2012-05-10,0.6625
2012-05-11,8.873684210526317
2012-05-12,0.05789473684210526
2012-05-13,0.02236842105263158
2012-05-14,0.0013157894736842105
2012-05-15,0.6572368421052632
2012-05-16,0.4118421052631579
2012-05-17,0.06710526315789474
2012-05-18,0.05526315789473685
2012-05-19,0.05394736842105263
2012-05-20,0.057236842105263155
2012-05-21,0.09013157894736842
2012-05-22,0.1013157894736842
2012-05-23,0.15657894736842107
2012-05-24,0.07631578947368421
2012-05-25,0.09671052631578947
2012-05-26,0.014473684210526316
2012-05-27,0.3736842105263158
2012-05-28,0.39671052631578946
2012-05-29,0.2276315789473684
2012-05-30,0.16710526315789473
2012-05-31,8.774342105263157
2012-06-01,0.6914473684210527
2012-06-02,0.12960526315789472
2012-06-03,2.598684210526316
2012-06-04,1.425
2012-06-05,1.867763157894737
2012-06-06,0.5026315789473684
2012-06-07,0.6065789473684211
2012-06-08,0.6789473684210526
2012-06-09,0.1381578947368421
2012-06-10,0.005263157894736842
2012-06-11,0.4407894736842105
2012-06-12,1.9131578947368422
2012-06-13,0.3717105263157895
2012-06-14,0.35789473684210527
2012-06-15,0.06907894736842105
2012-06-16,4.943421052631579
2012-06-17,0.5263157894736843
2012-06-18,1.430263157894737
2012-06-19,0.4776315789473684
2012-06-20,11.863157894736842
2012-06-21,0.3901315789473684
2012-06-22,0.4473684210526316
2012-06-23,0.4197368421052632
2012-06-24,4.85
2012-06-25,2.6769736842105263
2012-06-26,0.24276315789473685
2012-06-27,2.020394736842105
2012-06-28,0.08157894736842106
2012-06-29,3.94078947368421
2012-06-30,0.34539473684210525
2012-07-01,7.607236842105263
2012-07-02,0.9565789473684211
2012-07-03,0.02631578947368421
2012-07-04,0.11907894736842106
2012-07-05,12.06578947368421
2012-07-06,0.4223684210526316
2012-07-07,7.832894736842105
2012-07-08,0.6546052631578948
2012-07-09,0.6493421052631578
2012-07-10,0.32302631578947366
2012-07-11,1.1493421052631578
2012-07-12,4.244736842105263
2012-07-13,4.290131578947369
2012-07-14,9.854605263157895
2012-07-15,0.9921052631578947
2012-07-16,1.9651315789473685
2012-07-17,1.967763157894737
2012-07-18,14.046710526315788
2012-07-19,3.436184210526316
2012-07-20,0.44013157894736843
2012-07-21,0.12828947368421054
2012-07-22,0.14276315789473684
2012-07-23,0.4822368421052632
2012-07-24,0.10855263157894737
2012-07-25,0.22434210526315787
2012-07-26,0.2164473684210526
2012-07-27,0.05394736842105263
2012-07-28,3.5559210526315788
2012-07-29,17.684210526315788
2012-07-30,0.65
2012-07-31,0.3986842105263158
2012-08-01,0.08157894736842106
2012-08-02,11.057236842105263
2012-08-03,4.144736842105263
2012-08-04,0.9651315789473685
2012-08-05,2.888157894736842
2012-08-06,0.5703947368421052
2012-08-07,0.3559210526315789
2012-08-08,0.05855263157894737
2012-08-09,0.21907894736842107
2012-08-10,0.8763157894736843
2012-08-11,0.06381578947368421
2012-08-12,0.014473684210526316
2012-08-13,0.016447368421052634
2012-08-14,0.007894736842105263
2012-08-15,0.05657894736842105
2012-08-16,1.5868421052631578
2012-08-17,0.13026315789473683
2012-08-18,0.021710526315789475
2012-08-19,0.04473684210526316
2012-08-20,0.7980263157894737
2012-08-21,23.50657894736842
2012-08-22,0.22039473684210525
2012-08-23,0.24407894736842106
2012-08-24,1.4789473684210526
2012-08-25,0.7546052631578948
2012-08-26,0.6921052631578948
2012-08-27,0.32171052631578945
2012-08-28,0.6592105263157895
2012-08-29,0.046052631578947366
2012-08-30,0.5736842105263158
2012-08-31,2.0269736842105264
2012-09-01,0.42828947368421055
2012-09-02,0.6
2012-09-03,0.0743421052631579
2012-09-04,6.578947368421052e-4
2012-09-05,0
2012-09-06,0.004605263157894736
2012-09-07,0.09342105263157895
2012-09-08,1.206578947368421
2012-09-09,0.05460526315789473
2012-09-10,0.10789473684210527
2012-09-11,0.6835526315789473
2012-09-12,0.8710526315789474
2012-09-13,0.1118421052631579
2012-09-14,1.45
2012-09-15,0.1105263157894737
2012-09-16,0.005921052631578947
2012-09-17,0.0013157894736842105
2012-09-18,2.354605263157895
2012-09-19,0.7973684210526316
2012-09-20,0.2256578947368421
2012-09-21,0.32565789473684215
2012-09-22,0.4440789473684211
2012-09-23,0.059868421052631585
2012-09-24,2.554605263157895
2012-09-25,2.680263157894737
2012-09-26,1.5796052631578947
2012-09-27,8.057894736842105
2012-09-28,0.5710526315789474
2012-09-29,0.42631578947368426
2012-09-30,0.04473684210526316
2014-07-01,0.021710526315789475
2014-07-02,0.07039473684210526
2014-07-03,0.09013157894736842
2014-07-04,0.07302631578947369
2014-07-05,1.3710526315789475
2014-07-06,0.07039473684210526
2014-07-07,2.205921052631579
2014-07-08,18.883552631578947
2014-07-09,14.973684210526315
2014-07-10,0.40328947368421053
2014-07-11,2.6782894736842104
2014-07-12,2.820394736842105
2014-07-13,8.186184210526317
2014-07-14,9.708552631578948
2014-07-15,0.06513157894736842
2014-07-16,0.038815789473684206
2014-07-17,0.017763157894736842
2014-07-18,0.02631578947368421
2014-07-19,0.008552631578947369
2014-07-20,0.0993421052631579
2014-07-21,0.021052631578947368
2014-07-22,0.04802631578947368
2014-07-23,0.06315789473684211
2014-07-24,8.778289473684211
2014-07-25,8.270394736842105
2014-07-26,0.04407894736842105
2014-07-27,1.4789473684210526
2014-07-28,2.106578947368421
2014-07-29,16.78355263157895
2014-07-30,0.8328947368421054
2014-07-31,0.06447368421052632
2014-08-01,0.05328947368421053
2014-08-02,0.2657894736842105
2014-08-03,0.6394736842105263
2014-08-04,1.4078947368421053
2014-08-05,13.95921052631579
2014-08-06,0.021052631578947368
2014-08-07,0.4697368421052632
2014-08-08,0.05592105263157895
2014-08-09,1.8546052631578949
2014-08-10,5.504605263157894
2014-08-11,0.02565789473684211
2014-08-12,1.8276315789473685
2014-08-13,7.521052631578948
2014-08-14,0.6157894736842106
2014-08-15,0.4756578947368421
2014-08-16,2.7125
2014-08-17,0.05526315789473685
2014-08-18,2.1276315789473683
2014-08-19,2.8078947368421052
2014-08-20,0.08881578947368421
2014-08-21,0.6164473684210526
2014-08-22,0.11513157894736843
2014-08-23,0.07302631578947369
2014-08-24,0.5105263157894737
2014-08-25,0.4776315789473684
2014-08-26,0.031578947368421054
2014-08-27,0.07631578947368421
2014-08-28,0.13355263157894737
2014-08-29,0.2598684210526316
2014-08-30,0.16710526315789473
2014-08-31,3.3901315789473685
2014-09-01,3.580263157894737
2014-09-02,1.4513157894736843
2014-09-03,0.07171052631578947
2014-09-04,0.05526315789473685
2014-09-05,0.02236842105263158
2014-09-06,2.1901315789473683
2014-09-07,0.09868421052631579
2014-09-08,0.05131578947368422
2014-09-09,0.013815789473684212
2014-09-10,5.060526315789474
2014-09-11,0.8717105263157896
2014-09-12,0.1013157894736842
2014-09-13,0.06644736842105263
2014-09-14,6.4184210526315795
2014-09-15,0.16842105263157894
2014-09-16,0.05328947368421053
2014-09-17,0.0125
2014-09-18,0.016447368421052634
2014-09-19,0.8710526315789474
2014-09-20,3.0375
2014-09-21,0.06644736842105263
2014-09-22,1.8375
2014-09-23,0.08421052631578947
2014-09-24,0.09407894736842105
2014-09-25,1.3625
2014-09-26,0.0625
2014-09-27,0.047368421052631574
2014-09-28,0.047368421052631574
2014-09-29,0.05394736842105263
2014-09-30,0.44342105263157894
2015-05-01,0.1644736842105263
2015-05-02,0.14013157894736844
2015-05-03,5.51578947368421
2015-05-04,0.37697368421052635
2015-05-05,1.0315789473684212
2015-05-06,0.0618421052631579
2015-05-07,0.13486842105263158
2015-05-08,0.08223684210526315
2015-05-09,0.3973684210526316
2015-05-10,0.04078947368421053
2015-05-11,0.05789473684210526
2015-05-12,8.500657894736843
2015-05-13,0.04013157894736842
2015-05-14,0.02631578947368421
2015-05-15,0.0875
2015-05-16,0.975
2015-05-17,0.17105263157894737
2015-05-18,0.0506578947368421
2015-05-19,0.12631578947368421
2015-05-20,0.12236842105263157
2015-05-21,0.1881578947368421
2015-05-22,0.24407894736842106
2015-05-23,0.08157894736842106
2015-05-24,0.08486842105263158
2015-05-25,0.09671052631578947
2015-05-26,0.05789473684210526
2015-05-27,0.05394736842105263
2015-05-28,0.6328947368421052
2015-05-29,0.3493421052631579
2015-05-30,3.2171052631578947
2015-05-31,0.05197368421052632
2015-06-01,3.936184210526316
2015-06-02,0.04078947368421053
2015-06-03,0.04078947368421053
2015-06-04,0.006578947368421052
2015-06-05,0.029605263157894735
2015-06-06,0.038157894736842106
2015-06-07,0.03289473684210527
2015-06-08,0.04802631578947368
2015-06-09,0.06315789473684211
2015-06-10,0.06513157894736842
2015-06-11,0.029605263157894735
2015-06-12,0.1611842105263158
2015-06-13,14.585526315789474
2015-06-14,0.05526315789473685
2015-06-15,0.0756578947368421
2015-06-16,0.07236842105263158
2015-06-17,1.0822368421052633
2015-06-18,0.9006578947368421
2015-06-19,0.6506578947368421
2015-06-20,1.674342105263158
2015-06-21,0.001973684210526316
2015-06-22,3.3342105263157897
2015-06-23,7.830263157894737
2015-06-24,0.09276315789473685
2015-06-25,0.16907894736842105
2015-06-26,0.9348684210526315
2015-06-27,3.2453947368421057
2015-06-28,0.07236842105263158
2015-06-29,0.31842105263157894
2015-06-30,0.06907894736842105
2015-07-01,0.004605263157894736
2015-07-02,0.016447368421052634
2015-07-03,0.10723684210526316
2015-07-04,1.130921052631579
2015-07-05,8.863815789473684
2015-07-06,2.1388157894736843
2015-07-07,4.16578947368421
2015-07-08,1.555263157894737
2015-07-09,4.776973684210526
2015-07-10,0.041447368421052636
2015-07-11,0.075
2015-07-12,1.8171052631578948
2015-07-13,6.790131578947369
2015-07-14,4.1625
2015-07-15,0.05
2015-07-16,0.23092105263157894
2015-07-17,0.16513157894736843
2015-07-18,1.6190789473684208
2015-07-19,15.317105263157895
2015-07-20,0.06644736842105263
2015-07-21,0.9730263157894736
2015-07-22,7.967105263157895
2015-07-23,3.006578947368421
2015-07-24,0.09342105263157895
2015-07-25,1.0894736842105264
2015-07-26,0.43157894736842106
2015-07-27,2.913157894736842
2015-07-28,0.3703947368421053
2015-07-29,0.08486842105263158
2015-07-30,0.12763157894736843
2015-07-31,0.05789473684210526
2015-08-01,0.06578947368421054
2015-08-02,0.1394736842105263
2015-08-03,0.2723684210526316
2015-08-04,0.7401315789473684
2015-08-05,0.014473684210526316
2015-08-06,0.021052631578947368
2015-08-07,0.04078947368421053
2015-08-08,0.05197368421052632
2015-08-09,0.026973684210526316
2015-08-10,0.04671052631578947
2015-08-11,0.03223684210526316
2015-08-12,0.05657894736842105
2015-08-13,0.042105263157894736
2015-08-14,0.02565789473684211
2015-08-15,0.3848684210526316
2015-08-16,9.034868421052632
2015-08-17,0.4697368421052632
2015-08-18,0.05855263157894737
2015-08-19,0.061184210526315785
2015-08-20,0.08289473684210527
2015-08-21,0.11710526315789474
2015-08-22,0.07828947368421053
2015-08-23,0.0743421052631579
2015-08-24,2.657236842105263
2015-08-25,8.126315789473683
2015-08-26,0.1138157894736842
2015-08-27,0.6368421052631579
2015-08-28,11.400657894736842
2015-08-29,0.057236842105263155
2015-08-30,0.045394736842105265
2015-08-31,0.07631578947368421
2015-09-01,3.72171052631579
2015-09-02,0.038157894736842106
2015-09-03,0.8894736842105264
2015-09-04,0.4526315789473684
2015-09-05,0.6927631578947369
2015-09-06,4.055921052631579
2015-09-07,0.09078947368421053
2015-09-08,0.03092105263157895
2015-09-09,0.016447368421052634
2015-09-10,9.901315789473683
2015-09-11,0.6585526315789474
2015-09-12,0.0125
2015-09-13,0.3598684210526316
2015-09-14,3.2907894736842103
2015-09-15,0.7302631578947368
2015-09-16,1.8032894736842107
2015-09-17,5.749342105263159
2015-09-18,0.05263157894736842
2015-09-19,0.9
2015-09-20,0.5013157894736843
2015-09-21,0.035526315789473684
2015-09-22,1.3427631578947368
2015-09-23,0.05855263157894737
2015-09-24,0.07828947368421053
2015-09-25,0.04276315789473684
2015-09-26,0.05328947368421053
2015-09-27,0.023684210526315787
2015-09-28,0.005263157894736842
2015-09-29,0.001973684210526316
2015-09-30,0.02236842105263158
2016-05-01,0.05197368421052632
2016-05-02,0.049342105263157895
2016-05-03,0.057236842105263155
2016-05-04,1.1289473684210525
2016-05-05,0.12763157894736843
2016-05-06,0.018421052631578946
2016-05-07,0.007894736842105263
2016-05-08,0.0013157894736842105
2016-05-09,0.019078947368421053
2016-05-10,0.04473684210526316
2016-05-11,0.06907894736842105
2016-05-12,2.0388157894736842
2016-05-13,0.06842105263157895
2016-05-14,0.1881578947368421
2016-05-15,1.2815789473684212
2016-05-16,0.030263157894736843
2016-05-17,0.7953947368421053
2016-05-18,0.03618421052631579
2016-05-19,0.11513157894736843
2016-05-20,0.03289473684210527
2016-05-21,0.03092105263157895
2016-05-22,0.05526315789473685
2016-05-23,9.486842105263158
2016-05-24,0.045394736842105265
2016-05-25,2.888157894736842
2016-05-26,1.119078947368421
2016-05-27,0.03092105263157895
2016-05-28,0.017763157894736842
2016-05-29,0.425
2016-05-30,6.2375
2016-05-31,1.6269736842105265
2016-06-01,11.727631578947369
2016-06-02,1.7460526315789473
2016-06-03,0.3559210526315789
2016-06-04,4.011842105263158
2016-06-05,5.176973684210526
2016-06-06,0.05197368421052632
2016-06-07,0.031578947368421054
2016-06-08,0.05
2016-06-09,0.059868421052631585
2016-06-10,0.08223684210526315
2016-06-11,0.08026315789473684
2016-06-12,0.6263157894736843
2016-06-13,0.9888157894736842
2016-06-14,1.617763157894737
2016-06-15,10.542763157894736
2016-06-16,0.9427631578947369
2016-06-17,27.015789473684208
2016-06-18,1.1921052631578948
2016-06-19,0.07171052631578947
2016-06-20,0.12434210526315789
2016-06-21,0.35657894736842105
2016-06-22,0.05657894736842105
2016-06-23,0.021052631578947368
2016-06-24,0.08881578947368421
2016-06-25,8.63092105263158
2016-06-26,0.2
2016-06-27,0.045394736842105265
2016-06-28,0.26315789473684215
2016-06-29,0.7203947368421052
2016-06-30,0.19473684210526315
2016-07-01,0.3125
2016-07-02,1.1822368421052631
2016-07-03,0.05921052631578947
2016-07-04,0.028289473684210524
2016-07-05,0.7888157894736842
2016-07-06,1.2125
2016-07-07,0.0743421052631579
2016-07-08,2.7111842105263158
2016-07-09,0.02894736842105263
2016-07-10,0.023026315789473683
2016-07-11,0.08157894736842106
2016-07-12,0.05460526315789473
2016-07-13,8.50263157894737
2016-07-14,0.7065789473684211
2016-07-15,0.07105263157894737
2016-07-16,0.07039473684210526
2016-07-17,1.3177631578947369
2016-07-18,0.02631578947368421
2016-07-19,0.08289473684210527
2016-07-20,0.017763157894736842
2016-07-21,1.4039473684210526
2016-07-22,0.023026315789473683
2016-07-23,0.05328947368421053
2016-07-24,0.03289473684210527
2016-07-25,0.07236842105263158
2016-07-26,0.06907894736842105
2016-07-27,13.391447368421051
2016-07-28,3.4973684210526317
2016-07-29,0.7940789473684211
2016-07-30,0.03289473684210527
2016-07-31,5.42171052631579
2016-08-01,0.07039473684210526
2016-08-02,4.098026315789474
2016-08-03,0.08947368421052632
2016-08-04,2.807236842105263
2016-08-05,12.134868421052632
2016-08-06,3.6342105263157896
2016-08-07,0.035526315789473684
2016-08-08,0.039473684210526314
2016-08-09,0.003289473684210526
2016-08-10,0.05921052631578947
2016-08-11,0.27828947368421053
2016-08-12,0.2875
2016-08-13,0.028289473684210524
2016-08-14,0.02565789473684211
2016-08-15,0.0013157894736842105
2016-08-16,0.1618421052631579
2016-08-17,0.020394736842105264
2016-08-18,0.2039473684210526
2016-08-19,0.05526315789473685
2016-08-20,14.156578947368422
2016-08-21,3.725
2016-08-22,0.0125
2016-08-23,0.15789473684210525
2016-08-24,0.021710526315789475
2016-08-25,0.009868421052631578
2016-08-26,0.06842105263157895
2016-08-27,0.05592105263157895
2016-08-28,1.4098684210526315
2016-08-29,0.019078947368421053
2016-08-30,0.11644736842105263
2016-08-31,0.0375
2016-09-01,0
2016-09-02,0
2016-09-03,0
2016-09-04,4.174342105263158
2016-09-05,1.4453947368421054
2016-09-06,0
2016-09-07,0
2016-09-08,0
2016-09-09,0
2016-09-10,0
2016-09-11,0
2016-09-12,0
2016-09-13,0
2016-09-14,0
2016-09-15,0
2016-09-16,0.9407894736842104
2016-09-17,3.50328947368421
2016-09-18,0
2016-09-19,0
2016-09-20,0
2016-09-21,0
2016-09-22,0
2016-09-23,0
2016-09-24,0
2016-09-25,0
2016-09-26,0
2016-09-27,0
2016-09-28,0
2016-09-29,0
2016-09-30,0.09605263157894736
2017-05-01,0
2017-05-02,2.755263157894737
2017-05-03,0
2017-05-04,4.658552631578948
2017-05-05,0
2017-05-06,0
2017-05-07,0
2017-05-08,1.0322368421052632
2017-05-09,1.069736842105263
2017-05-10,0.2138157894736842
2017-05-11,0
2017-05-12,0.038157894736842106
2017-05-13,0.4585526315789473
2017-05-14,0.7657894736842106
2017-05-15,0
2017-05-16,1.5644736842105265
2017-05-17,0.005921052631578947
2017-05-18,0
2017-05-19,0
2017-05-20,0
2017-05-21,0
2017-05-22,0
2017-05-23,5.203947368421053
2017-05-24,0
2017-05-25,0
2017-05-26,0
2017-05-27,0
2017-05-28,0
2017-05-29,6.578947368421052e-4
2017-05-30,5.715131578947369
2017-05-31,0
2017-06-01,0
2017-06-02,0
2017-06-03,2.4276315789473686
2017-06-04,7.498684210526316
2017-06-05,5.848026315789474
2017-06-06,5.167105263157895
2017-06-07,1.492763157894737
2017-06-08,0.015789473684210527
2017-06-09,1.118421052631579
2017-06-10,0
2017-06-11,1.2519736842105265
2017-06-12,0.2256578947368421
2017-06-13,0
2017-06-14,0.0013157894736842105
2017-06-15,3.755263157894737
2017-06-16,3.4565789473684214
2017-06-17,0
2017-06-18,0
2017-06-19,0
2017-06-20,0
2017-06-21,0.0756578947368421
2017-06-22,16.851973684210527
2017-06-23,3.1480263157894735
2017-06-24,0.0013157894736842105
2017-06-25,2.0592105263157894
2017-06-26,4.180921052631579
2017-06-27,0
2017-06-28,0.8822368421052632
2017-06-29,100.23092105263159
2017-06-30,19.801973684210527
2017-07-01,3.514473684210526
2017-07-02,0.3868421052631579
