datum;ka_essenkupferdreh
2017-05-03;36179
2017-05-04;20959
2017-05-05;18599
2017-05-06;18155
2017-05-07;17044
2017-05-08;17244
2017-05-09;17299
2017-05-10;17399
2017-05-11;17132
2017-05-12;18682
2017-05-13;23380
2017-05-14;17976
2017-05-15;19561
2017-05-16;17171
2017-05-17;16737
2017-05-18;25880
2017-05-19;31731
2017-05-20;18735
2017-05-21;16291
2017-05-22;17531
2017-05-23;15895
2017-05-24;15957
2017-05-25;15898
2017-05-26;15776
2017-05-27;15727
2017-05-28;25162
2017-05-29;16677
2017-05-30;28367
2017-05-31;15494
2017-06-01;16305
2017-06-02;19530
2017-06-03;21480
2017-06-04;27920
2017-06-05;14322
2017-06-06;32097
2017-06-07;24768
2017-06-08;15629
2017-06-09;31918
2017-06-10;17154
2017-06-11;15737
2017-06-12;16875
2017-06-13;15775
2017-06-14;15770
2017-06-15;19198
2017-06-16;18939
2017-06-17;15025
2017-06-18;14833
2017-06-19;15925
2017-06-20;16017
2017-06-21;16094
2017-06-22;20303
2017-06-23;18652
2017-06-24;1.60E+04
2017-06-25;19681
2017-06-26;16372
2017-06-27;15823
2017-06-28;43934
2017-06-29;24924
2017-06-30;15725
2017-07-01;32030
2017-07-02;22512
2017-07-03;16899
2017-07-04;15281
2017-07-05;15822
2017-07-06;15438
2017-07-07;38733
2017-07-08;15457
2017-07-09;14528
2017-07-10;14845
2017-07-11;15754
2017-07-12;63112
2017-07-13;25945
2017-07-14;26622
2017-07-15;18466
2017-07-16;15110
2017-07-17;23380
2017-07-18;15063
2017-07-19;32078
2017-07-20;63423
2017-07-21;21392
2017-07-22;19001
2017-07-23;56085
2017-07-24;45635
2017-07-25;63225
2017-07-26;60656
2017-07-27;36563
2017-07-28;26990
2017-07-29;21917
2017-07-30;18921
2017-07-31;21640
2017-08-01;18044
2017-08-02;19430
2017-08-03;34723
2017-08-04;17067
2017-08-05;48356
2017-08-06;28534
2017-08-07;19036
2017-08-08;26831
2017-08-09;23165
2017-08-10;29809
2017-08-11;52149
2017-08-12;38762
2017-08-13;25827
2017-08-14;20257
2017-08-15;20468
2017-08-16;18093
2017-08-17;18473
2017-08-18;32467
2017-08-19;31845
2017-08-20;17475
2017-08-21;16946
2017-08-22;16150
2017-08-23;16390
2017-08-24;15929
2017-08-25;16443
2017-08-26;15922
2017-08-27;15489
2017-08-28;15872
2017-08-29;16073
2017-08-30;20289
2017-08-31;30176
2017-09-01;16851
2017-09-02;18371
2017-09-03;15287
2017-09-04;15276
2017-09-05;17195
2017-09-06;26658
2017-09-07;15829
2017-09-08;40772
2017-09-09;83848
2017-09-10;36736
2017-09-11;34415
2017-09-12;26969
2017-09-13;39563
2017-09-14;52110
2017-09-15;69668
2017-09-16;35874
2017-09-17;28629
2017-09-18;40934
2017-09-19;42762
2017-09-20;26136
2017-09-21;23632
2017-09-22;22247
2017-09-23;23544
2017-09-24;19757
2017-09-25;18948
2017-09-26;28720
2017-09-27;27438
2017-09-28;18708
2017-09-29;23515
2017-09-30;56869
2017-10-01;36877
2017-10-02;25054
2017-10-03;36648
2017-10-04;25278
2017-10-05;46201
2017-10-06;41311
2017-10-07;41863
2017-10-08;57711
2017-10-09;39701
2017-10-10;34648
2017-10-11;27989
2017-10-12;25302
2017-10-13;23643
2017-10-14;21806
2017-10-15;20729
2017-10-16;20347
2017-10-17;19995
2017-10-18;19221
2017-10-19;18175
2017-10-20;34691
2017-10-21;14018
2017-10-22;22876
2017-10-23;14053
2017-10-24;22385
2017-10-25;19581
2017-10-26;18285
2017-10-27;22959
2017-10-28;17713
2017-10-29;59561
2017-10-30;26476
2017-10-31;21704
2017-11-01;21177
2017-11-02;19916
2017-11-03;20139
2017-11-04;18138
2017-11-05;42925
2017-11-06;19453
2017-11-07;18229
2017-11-08;18003
2017-11-09;17250
2017-11-10;41773
2017-11-11;30282
2017-11-12;29381
2017-11-13;21401
2017-11-14;19940
2017-11-15;22022
2017-11-16;19197
2017-11-17;22031
2017-11-18;27119
2017-11-19;32331
2017-11-20;40787
2017-11-21;56921
2017-11-22;55966
2017-11-23;41729
2017-11-24;69166
2017-11-25;69860
2017-11-26;39337
2017-11-27;63134
2017-11-28;71227
2017-11-29;58435
2017-11-30;44003
2017-12-01;345237
2017-12-02;280961
2017-12-03;318186
2017-12-04;364695
2017-12-05;282959
2017-12-06;250248
2017-12-07;342780
2017-12-08;723584
2017-12-09;512084
2017-12-10;522721
2017-12-11;800578
2017-12-12;784705
2017-12-13;746923
2017-12-14;799858
2017-12-15;789415
2017-12-16;733101
2017-12-17;533303
2017-12-18;682856
2017-12-19;508030
2017-12-20;667345
2017-12-21;542914
2017-12-22;502490
2017-12-23;418493
2017-12-24;383922
2017-12-25;336171
2017-12-26;394496
2017-12-27;363045
2017-12-28;332909
2017-12-29;347977
2017-12-30;469394
2017-12-31;710598
