Name;Datum;Tagessumme;Vollständigkeit(%)
BorgholzhausenRUEB;2017-11-25;0.09;100
BorgholzhausenRUEB;2017-11-26;1.67;100
BorgholzhausenRUEB;2017-11-27;19.11;100
BorgholzhausenRUEB;2017-11-28;1.23;100
BorgholzhausenRUEB;2017-11-29;0.07;100
BorgholzhausenRUEB;2017-11-30;1.94;100
BorgholzhausenRUEB;2017-12-01;0.00;100
BorgholzhausenRUEB;2017-12-02;2.90;100
BorgholzhausenRUEB;2017-12-03;5.07;100
BorgholzhausenRUEB;2017-12-04;2.89;100
BorgholzhausenRUEB;2017-12-05;0.36;100
BorgholzhausenRUEB;2017-12-06;0.00;100
BorgholzhausenRUEB;2017-12-07;4.70;100
BorgholzhausenRUEB;2017-12-08;5.86;100
BorgholzhausenRUEB;2017-12-09;11.09;100
BorgholzhausenRUEB;2017-12-10;12.39;100
BorgholzhausenRUEB;2017-12-11;9.87;100
BorgholzhausenRUEB;2017-12-12;5.18;100
BorgholzhausenRUEB;2017-12-13;19.42;100
BorgholzhausenRUEB;2017-12-14;16.72;100
BorgholzhausenRUEB;2017-12-15;0.20;100
BorgholzhausenRUEB;2017-12-16;0.73;100
BorgholzhausenRUEB;2017-12-17;4.05;100
BorgholzhausenRUEB;2017-12-18;1.65;100
BorgholzhausenRUEB;2017-12-19;4.85;100
BorgholzhausenRUEB;2017-12-20;1.82;100
BorgholzhausenRUEB;2017-12-21;0.99;100
BorgholzhausenRUEB;2017-12-22;0.21;100
BorgholzhausenRUEB;2017-12-23;0.06;100
BorgholzhausenRUEB;2017-12-24;0.58;100
BorgholzhausenRUEB;2017-12-25;0.09;100
BorgholzhausenRUEB;2017-12-26;1.83;100
BorgholzhausenRUEB;2017-12-27;0.34;100
BorgholzhausenRUEB;2017-12-28;0.00;100
BorgholzhausenRUEB;2017-12-29;4.52;100
BorgholzhausenRUEB;2017-12-30;14.47;100
BorgholzhausenRUEB;2017-12-31;17.30;100
BorgholzhausenRUEB;2018-01-01;12.11;100
BorgholzhausenRUEB;2018-01-02;15.25;100
BorgholzhausenRUEB;2018-01-03;16.81;100
BorgholzhausenRUEB;2018-01-04;4.10;100
BorgholzhausenRUEB;2018-01-05;2.50;100
BorgholzhausenRUEB;2018-01-06;0.00;100
BorgholzhausenRUEB;2018-01-07;0.00;100
BorgholzhausenRUEB;2018-01-08;0.00;100
BorgholzhausenRUEB;2018-01-09;0.13;100
BorgholzhausenRUEB;2018-01-10;0.00;100
BorgholzhausenRUEB;2018-01-11;0.09;100
BorgholzhausenRUEB;2018-01-12;0.00;100
BorgholzhausenRUEB;2018-01-13;0.00;100
BorgholzhausenRUEB;2018-01-14;0.00;100
BorgholzhausenRUEB;2018-01-15;11.48;100
BorgholzhausenRUEB;2018-01-16;9.86;100
BorgholzhausenRUEB;2018-01-17;16.34;100
BorgholzhausenRUEB;2018-01-18;5.40;100
BorgholzhausenRUEB;2018-01-19;5.61;100
BorgholzhausenRUEB;2018-01-20;2.07;100
BorgholzhausenRUEB;2018-01-21;0.89;100
BorgholzhausenRUEB;2018-01-22;2.33;100
BorgholzhausenRUEB;2018-01-23;1.08;100
BorgholzhausenRUEB;2018-01-24;3.57;100
BorgholzhausenRUEB;2018-01-25;0.91;100
BorgholzhausenRUEB;2018-01-26;0.00;100
BorgholzhausenRUEB;2018-01-27;2.56;100
BorgholzhausenRUEB;2018-01-28;3.93;100
BorgholzhausenRUEB;2018-01-29;6.21;100
BorgholzhausenRUEB;2018-01-30;2.26;100
BorgholzhausenRUEB;2018-01-31;9.57;100
BorgholzhausenRUEB;2018-02-01;4.42;100
BorgholzhausenRUEB;2018-02-02;5.13;100
BorgholzhausenRUEB;2018-02-03;2.07;100
BorgholzhausenRUEB;2018-02-04;0.00;100
BorgholzhausenRUEB;2018-02-05;0.15;100
BorgholzhausenRUEB;2018-02-06;0.00;100
BorgholzhausenRUEB;2018-02-07;0.00;100
BorgholzhausenRUEB;2018-02-08;0.00;13
BorkenKA;2017-01-01;5.61;100
BorkenKA;2017-01-02;0.86;100
BorkenKA;2017-01-03;5.74;100
BorkenKA;2017-01-04;1.17;100
BorkenKA;2017-01-05;0.00;100
BorkenKA;2017-01-06;0.35;100
BorkenKA;2017-01-07;1.24;100
BorkenKA;2017-01-08;0.00;100
BorkenKA;2017-01-09;4.38;100
BorkenKA;2017-01-10;0.00;100
BorkenKA;2017-01-11;3.11;100
BorkenKA;2017-01-12;19.35;100
BorkenKA;2017-01-13;5.02;100
BorkenKA;2017-01-14;1.77;100
BorkenKA;2017-01-15;0.25;100
BorkenKA;2017-01-16;0.00;100
BorkenKA;2017-01-17;0.00;100
BorkenKA;2017-01-18;0.00;100
BorkenKA;2017-01-19;0.00;100
BorkenKA;2017-01-20;0.00;100
BorkenKA;2017-01-21;0.00;100
BorkenKA;2017-01-22;0.00;100
BorkenKA;2017-01-23;0.00;100
BorkenKA;2017-01-24;0.00;100
BorkenKA;2017-01-25;0.00;100
BorkenKA;2017-01-26;0.00;100
BorkenKA;2017-01-27;0.00;100
BorkenKA;2017-01-28;0.81;100
BorkenKA;2017-01-29;1.85;100
BorkenKA;2017-01-30;6.29;100
BorkenKA;2017-01-31;0.00;100
BorkenKA;2017-02-01;0.15;100
BorkenKA;2017-02-02;0.28;100
BorkenKA;2017-02-03;1.05;100
BorkenKA;2017-02-04;4.34;100
BorkenKA;2017-02-05;0.00;100
BorkenKA;2017-02-06;0.00;100
BorkenKA;2017-02-07;2.77;100
BorkenKA;2017-02-08;0.00;100
BorkenKA;2017-02-09;0.00;100
BorkenKA;2017-02-10;0.00;100
BorkenKA;2017-02-11;4.36;100
BorkenKA;2017-02-12;0.00;100
BorkenKA;2017-02-13;0.00;100
BorkenKA;2017-02-14;0.00;100
BorkenKA;2017-02-15;0.00;100
BorkenKA;2017-02-16;0.06;100
BorkenKA;2017-02-17;1.26;100
BorkenKA;2017-02-18;0.00;100
BorkenKA;2017-02-19;0.84;100
BorkenKA;2017-02-20;6.96;100
BorkenKA;2017-02-21;1.20;100
BorkenKA;2017-02-22;29.63;100
BorkenKA;2017-02-23;6.88;100
BorkenKA;2017-02-24;0.00;100
BorkenKA;2017-02-25;0.24;100
BorkenKA;2017-02-26;0.12;100
BorkenKA;2017-02-27;6.10;100
BorkenKA;2017-02-28;4.55;100
BorkenKA;2017-03-01;3.21;100
BorkenKA;2017-03-02;4.61;100
BorkenKA;2017-03-03;0.00;100
BorkenKA;2017-03-04;5.13;100
BorkenKA;2017-03-05;2.27;100
BorkenKA;2017-03-06;7.16;100
BorkenKA;2017-03-07;1.39;100
BorkenKA;2017-03-08;12.69;100
BorkenKA;2017-03-09;1.15;100
BorkenKA;2017-03-10;0.00;100
BorkenKA;2017-03-11;0.00;100
BorkenKA;2017-03-12;0.00;100
BorkenKA;2017-03-13;0.00;100
BorkenKA;2017-03-14;0.00;100
BorkenKA;2017-03-15;0.00;100
BorkenKA;2017-03-16;0.00;100
BorkenKA;2017-03-17;5.32;100
BorkenKA;2017-03-18;7.80;100
BorkenKA;2017-03-19;0.96;100
BorkenKA;2017-03-20;3.85;100
BorkenKA;2017-03-21;0.00;100
BorkenKA;2017-03-22;0.00;100
BorkenKA;2017-03-23;0.00;100
BorkenKA;2017-03-24;0.00;100
BorkenKA;2017-03-25;0.00;100
BorkenKA;2017-03-26;0.00;100
BorkenKA;2017-03-27;0.00;100
BorkenKA;2017-03-28;0.00;100
BorkenKA;2017-03-29;0.00;100
BorkenKA;2017-03-30;0.00;100
BorkenKA;2017-03-31;0.00;100
BorkenKA;2017-04-01;1.23;100
BorkenKA;2017-04-02;0.00;100
BorkenKA;2017-04-03;0.00;100
BorkenKA;2017-04-04;0.00;100
BorkenKA;2017-04-05;0.07;100
BorkenKA;2017-04-06;0.00;100
BorkenKA;2017-04-07;0.00;100
BorkenKA;2017-04-08;0.00;100
BorkenKA;2017-04-09;0.00;100
BorkenKA;2017-04-10;0.17;100
BorkenKA;2017-04-11;0.26;100
BorkenKA;2017-04-12;2.61;100
BorkenKA;2017-04-13;0.31;100
BorkenKA;2017-04-14;0.50;100
BorkenKA;2017-04-15;0.56;100
BorkenKA;2017-04-16;3.58;100
BorkenKA;2017-04-17;1.07;100
BorkenKA;2017-04-18;0.82;100
BorkenKA;2017-04-19;0.92;100
BorkenKA;2017-04-20;0.05;100
BorkenKA;2017-04-21;0.68;100
BorkenKA;2017-04-22;0.46;100
BorkenKA;2017-04-23;0.99;100
BorkenKA;2017-04-24;1.21;100
BorkenKA;2017-04-25;1.83;100
BorkenKA;2017-04-26;0.99;100
BorkenKA;2017-04-27;1.05;100
BorkenKA;2017-04-28;0.21;100
BorkenKA;2017-04-29;1.14;100
BorkenKA;2017-04-30;0.05;100
BorkenKA;2017-05-01;7.37;100
BorkenKA;2017-05-02;4.00;100
BorkenKA;2017-05-03;1.89;100
BorkenKA;2017-05-04;0.00;100
BorkenKA;2017-05-05;0.00;100
BorkenKA;2017-05-06;0.00;100
BorkenKA;2017-05-07;0.21;100
BorkenKA;2017-05-08;0.33;100
BorkenKA;2017-05-09;0.32;100
BorkenKA;2017-05-10;0.36;100
BorkenKA;2017-05-11;2.00;100
BorkenKA;2017-05-12;3.38;100
BorkenKA;2017-05-13;0.49;100
BorkenKA;2017-05-14;0.00;100
BorkenKA;2017-05-15;0.00;100
BorkenKA;2017-05-16;0.00;100
BorkenKA;2017-05-17;0.14;100
BorkenKA;2017-05-18;0.49;100
BorkenKA;2017-05-19;2.71;100
BorkenKA;2017-05-20;0.00;100
BorkenKA;2017-05-21;0.00;100
BorkenKA;2017-05-22;0.00;100
BorkenKA;2017-05-23;0.00;100
BorkenKA;2017-05-24;0.00;100
BorkenKA;2017-05-25;0.00;100
BorkenKA;2017-05-26;0.00;100
BorkenKA;2017-05-27;1.70;100
BorkenKA;2017-05-28;0.46;100
BorkenKA;2017-05-29;0.00;100
BorkenKA;2017-05-30;0.00;100
BorkenKA;2017-05-31;0.00;100
BorkenKA;2017-06-01;0.00;100
BorkenKA;2017-06-02;0.00;100
BorkenKA;2017-06-03;3.34;100
BorkenKA;2017-06-04;0.72;100
BorkenKA;2017-06-05;0.00;100
BorkenKA;2017-06-06;2.34;100
BorkenKA;2017-06-07;3.43;100
BorkenKA;2017-06-08;0.00;100
BorkenKA;2017-06-09;6.38;100
BorkenKA;2017-06-10;0.00;100
BorkenKA;2017-06-11;0.00;100
BorkenKA;2017-06-12;0.00;100
BorkenKA;2017-06-13;0.00;100
BorkenKA;2017-06-14;0.00;100
BorkenKA;2017-06-15;1.65;100
BorkenKA;2017-06-16;0.00;100
BorkenKA;2017-06-17;0.00;100
BorkenKA;2017-06-18;0.00;100
BorkenKA;2017-06-19;0.00;100
BorkenKA;2017-06-20;0.00;100
BorkenKA;2017-06-21;0.00;100
BorkenKA;2017-06-22;0.00;100
BorkenKA;2017-06-23;0.00;100
BorkenKA;2017-06-24;2.00;100
BorkenKA;2017-06-25;1.22;100
BorkenKA;2017-06-26;0.00;100
BorkenKA;2017-06-27;2.23;100
BorkenKA;2017-06-28;13.01;100
BorkenKA;2017-06-29;0.97;100
BorkenKA;2017-06-30;9.84;100
BorkenKA;2017-07-01;1.49;100
BorkenKA;2017-07-02;0.96;100
BorkenKA;2017-07-03;0.00;100
BorkenKA;2017-07-04;0.00;100
BorkenKA;2017-07-05;0.00;100
BorkenKA;2017-07-06;15.00;100
BorkenKA;2017-07-07;0.00;100
BorkenKA;2017-07-08;0.00;100
BorkenKA;2017-07-09;0.09;100
BorkenKA;2017-07-10;1.31;100
BorkenKA;2017-07-11;7.47;100
BorkenKA;2017-07-12;25.69;100
BorkenKA;2017-07-13;0.00;100
BorkenKA;2017-07-14;5.21;100
BorkenKA;2017-07-15;0.00;100
BorkenKA;2017-07-16;2.69;100
BorkenKA;2017-07-17;0.00;100
BorkenKA;2017-07-18;0.00;100
BorkenKA;2017-07-19;6.85;100
BorkenKA;2017-07-20;1.61;100
BorkenKA;2017-07-21;0.18;100
BorkenKA;2017-07-22;11.70;100
BorkenKA;2017-07-23;9.19;100
BorkenKA;2017-07-24;9.05;100
BorkenKA;2017-07-25;11.99;100
BorkenKA;2017-07-26;0.43;100
BorkenKA;2017-07-27;0.00;100
BorkenKA;2017-07-28;1.39;100
BorkenKA;2017-07-29;0.10;100
BorkenKA;2017-07-30;0.00;100
BorkenKA;2017-07-31;0.00;100
BorkenKA;2017-08-01;1.82;100
BorkenKA;2017-08-02;2.75;100
BorkenKA;2017-08-03;0.18;100
BorkenKA;2017-08-04;0.60;100
BorkenKA;2017-08-05;2.55;100
BorkenKA;2017-08-06;0.00;100
BorkenKA;2017-08-07;0.00;100
BorkenKA;2017-08-08;0.51;100
BorkenKA;2017-08-09;0.00;100
BorkenKA;2017-08-10;17.34;100
BorkenKA;2017-08-11;1.60;100
BorkenKA;2017-08-12;9.47;100
BorkenKA;2017-08-13;0.00;100
BorkenKA;2017-08-14;0.00;100
BorkenKA;2017-08-15;0.09;100
BorkenKA;2017-08-16;0.00;100
BorkenKA;2017-08-17;0.83;100
BorkenKA;2017-08-18;13.05;100
BorkenKA;2017-08-19;0.14;100
BorkenKA;2017-08-20;0.00;100
BorkenKA;2017-08-21;0.00;100
BorkenKA;2017-08-22;0.00;100
BorkenKA;2017-08-23;0.00;100
BorkenKA;2017-08-24;0.00;100
BorkenKA;2017-08-25;0.00;100
BorkenKA;2017-08-26;0.00;100
BorkenKA;2017-08-27;0.00;100
BorkenKA;2017-08-28;0.00;100
BorkenKA;2017-08-29;0.00;100
BorkenKA;2017-08-30;7.04;100
BorkenKA;2017-08-31;1.32;100
BorkenKA;2017-09-01;0.00;100
BorkenKA;2017-09-02;0.10;100
BorkenKA;2017-09-03;0.00;100
BorkenKA;2017-09-04;0.00;100
BorkenKA;2017-09-05;0.18;100
BorkenKA;2017-09-06;1.25;100
BorkenKA;2017-09-07;1.84;100
BorkenKA;2017-09-08;21.71;100
BorkenKA;2017-09-09;4.24;100
BorkenKA;2017-09-10;0.41;100
BorkenKA;2017-09-11;0.35;100
BorkenKA;2017-09-12;8.00;100
BorkenKA;2017-09-13;5.26;100
BorkenKA;2017-09-14;14.48;100
BorkenKA;2017-09-15;1.63;100
BorkenKA;2017-09-16;0.30;100
BorkenKA;2017-09-17;2.19;100
BorkenKA;2017-09-18;8.55;100
BorkenKA;2017-09-19;0.27;100
BorkenKA;2017-09-20;0.00;100
BorkenKA;2017-09-21;0.00;100
BorkenKA;2017-09-22;1.66;100
BorkenKA;2017-09-23;0.00;100
BorkenKA;2017-09-24;0.00;100
BorkenKA;2017-09-25;0.00;100
BorkenKA;2017-09-26;0.00;100
BorkenKA;2017-09-27;0.00;100
BorkenKA;2017-09-28;2.86;100
BorkenKA;2017-09-29;12.79;100
BorkenKA;2017-09-30;14.25;100
BorkenKA;2017-10-01;0.44;100
BorkenKA;2017-10-02;3.16;100
BorkenKA;2017-10-03;3.52;100
BorkenKA;2017-10-04;6.26;100
BorkenKA;2017-10-05;5.23;100
BorkenKA;2017-10-06;8.51;100
BorkenKA;2017-10-07;15.49;100
BorkenKA;2017-10-08;2.09;100
BorkenKA;2017-10-09;6.78;100
BorkenKA;2017-10-10;0.84;100
BorkenKA;2017-10-11;1.29;100
BorkenKA;2017-10-12;0.00;100
BorkenKA;2017-10-13;0.00;100
BorkenKA;2017-10-14;0.00;100
BorkenKA;2017-10-15;0.00;100
BorkenKA;2017-10-16;0.00;100
BorkenKA;2017-10-17;0.00;100
BorkenKA;2017-10-18;0.00;100
BorkenKA;2017-10-19;4.73;100
BorkenKA;2017-10-20;2.39;100
BorkenKA;2017-10-21;5.12;100
BorkenKA;2017-10-22;2.92;100
BorkenKA;2017-10-23;0.24;100
BorkenKA;2017-10-24;1.17;100
BorkenKA;2017-10-25;0.08;100
BorkenKA;2017-10-26;0.77;100
BorkenKA;2017-10-27;0.19;100
BorkenKA;2017-10-28;8.72;100
BorkenKA;2017-10-29;1.45;100
BorkenKA;2017-10-30;0.00;100
BorkenKA;2017-10-31;0.77;100
BorkenKA;2017-11-01;0.00;100
BorkenKA;2017-11-02;0.10;100
BorkenKA;2017-11-03;0.00;100
BorkenKA;2017-11-04;1.93;100
BorkenKA;2017-11-05;2.47;100
BorkenKA;2017-11-06;0.08;100
BorkenKA;2017-11-07;0.17;100
BorkenKA;2017-11-08;0.00;100
BorkenKA;2017-11-09;1.51;100
BorkenKA;2017-11-10;3.13;100
BorkenKA;2017-11-11;0.68;100
BorkenKA;2017-11-12;2.92;100
BorkenKA;2017-11-13;0.00;100
BorkenKA;2017-11-14;0.30;100
BorkenKA;2017-11-15;0.00;100
BorkenKA;2017-11-16;0.28;100
BorkenKA;2017-11-17;0.00;100
BorkenKA;2017-11-18;4.53;100
BorkenKA;2017-11-19;0.10;100
BorkenKA;2017-11-20;15.83;100
BorkenKA;2017-11-21;5.08;100
BorkenKA;2017-11-22;0.00;100
BorkenKA;2017-11-23;11.90;100
BorkenKA;2017-11-24;1.52;100
BorkenKA;2017-11-25;0.52;100
BorkenKA;2017-11-26;4.38;100
BorkenKA;2017-11-27;17.76;100
BorkenKA;2017-11-28;0.00;100
BorkenKA;2017-11-29;0.60;100
BorkenKA;2017-11-30;0.19;100
BorkenKA;2017-12-01;0.00;100
BorkenKA;2017-12-02;1.84;100
BorkenKA;2017-12-03;4.19;100
BorkenKA;2017-12-04;2.30;100
BorkenKA;2017-12-05;0.00;100
BorkenKA;2017-12-06;0.00;100
BorkenKA;2017-12-07;8.00;100
BorkenKA;2017-12-08;6.16;100
BorkenKA;2017-12-09;10.09;100
BorkenKA;2017-12-10;14.29;100
BorkenKA;2017-12-11;8.06;100
BorkenKA;2017-12-12;0.93;100
BorkenKA;2017-12-13;23.52;100
BorkenKA;2017-12-14;8.75;100
BorkenKA;2017-12-15;0.84;100
BorkenKA;2017-12-16;0.09;100
BorkenKA;2017-12-17;6.94;100
BorkenKA;2017-12-18;0.00;100
BorkenKA;2017-12-19;2.15;100
BorkenKA;2017-12-20;0.88;100
BorkenKA;2017-12-21;1.09;100
BorkenKA;2017-12-22;0.27;100
BorkenKA;2017-12-23;0.00;100
BorkenKA;2017-12-24;0.15;100
BorkenKA;2017-12-25;0.00;100
BorkenKA;2017-12-26;1.23;100
BorkenKA;2017-12-27;1.05;100
BorkenKA;2017-12-28;0.00;100
BorkenKA;2017-12-29;3.94;100
BorkenKA;2017-12-30;13.33;100
BorkenKA;2017-12-31;13.94;100
BorkenKA;2018-01-01;6.38;100
BorkenKA;2018-01-02;17.56;100
BorkenKA;2018-01-03;6.02;100
BorkenKA;2018-01-04;4.11;100
BorkenKA;2018-01-05;2.08;100
BorkenKA;2018-01-06;0.00;100
BorkenKA;2018-01-07;0.00;100
BorkenKA;2018-01-08;0.00;100
BorkenKA;2018-01-09;0.00;100
BorkenKA;2018-01-10;0.00;100
BorkenKA;2018-01-11;0.00;100
BorkenKA;2018-01-12;0.05;100
BorkenKA;2018-01-13;0.00;100
BorkenKA;2018-01-14;0.00;100
BorkenKA;2018-01-15;12.06;100
BorkenKA;2018-01-16;12.23;100
BorkenKA;2018-01-17;5.31;100
BorkenKA;2018-01-18;7.59;100
BorkenKA;2018-01-19;1.54;100
BorkenKA;2018-01-20;1.28;100
BorkenKA;2018-01-21;1.16;100
BorkenKA;2018-01-22;1.04;100
BorkenKA;2018-01-23;0.43;100
BorkenKA;2018-01-24;2.29;100
BorkenKA;2018-01-25;0.46;100
BorkenKA;2018-01-26;0.00;100
BorkenKA;2018-01-27;1.79;100
BorkenKA;2018-01-28;1.10;100
BorkenKA;2018-01-29;4.75;100
BorkenKA;2018-01-30;3.31;100
BorkenKA;2018-01-31;16.03;100
BorkenKA;2018-02-01;4.82;100
BorkenKA;2018-02-02;1.19;100
BorkenKA;2018-02-03;0.31;100
BorkenKA;2018-02-04;0.31;100
BorkenKA;2018-02-05;0.00;100
BorkenKA;2018-02-06;0.00;100
BorkenKA;2018-02-07;0.00;100
BornheimEichenkamp;2017-01-01;2.30;100
BornheimEichenkamp;2017-01-02;0.31;100
BornheimEichenkamp;2017-01-03;0.18;100
BornheimEichenkamp;2017-01-04;4.87;100
BornheimEichenkamp;2017-01-05;0.00;100
BornheimEichenkamp;2017-01-06;0.00;100
BornheimEichenkamp;2017-01-07;2.31;100
BornheimEichenkamp;2017-01-08;0.03;100
BornheimEichenkamp;2017-01-09;7.40;100
BornheimEichenkamp;2017-01-10;0.06;100
BornheimEichenkamp;2017-01-11;2.63;100
BornheimEichenkamp;2017-01-12;5.33;100
BornheimEichenkamp;2017-01-13;3.73;100
BornheimEichenkamp;2017-01-14;1.15;100
BornheimEichenkamp;2017-01-15;0.04;100
BornheimEichenkamp;2017-01-16;0.00;100
BornheimEichenkamp;2017-01-17;0.00;100
BornheimEichenkamp;2017-01-18;0.00;100
BornheimEichenkamp;2017-01-19;0.00;100
BornheimEichenkamp;2017-01-20;0.00;100
BornheimEichenkamp;2017-01-21;0.00;100
BornheimEichenkamp;2017-01-22;0.00;100
BornheimEichenkamp;2017-01-23;0.30;100
BornheimEichenkamp;2017-01-24;0.00;100
BornheimEichenkamp;2017-01-25;0.00;100
BornheimEichenkamp;2017-01-26;0.00;100
BornheimEichenkamp;2017-01-27;0.00;100
BornheimEichenkamp;2017-01-28;0.06;100
BornheimEichenkamp;2017-01-29;7.60;100
BornheimEichenkamp;2017-01-30;0.22;100
BornheimEichenkamp;2017-01-31;0.00;100
BornheimEichenkamp;2017-02-01;1.11;100
BornheimEichenkamp;2017-02-02;1.25;100
BornheimEichenkamp;2017-02-03;0.79;100
BornheimEichenkamp;2017-02-04;1.56;100
BornheimEichenkamp;2017-02-05;0.00;100
BornheimEichenkamp;2017-02-06;0.00;100
BornheimEichenkamp;2017-02-07;2.06;100
BornheimEichenkamp;2017-02-08;0.00;100
BornheimEichenkamp;2017-02-09;0.00;100
BornheimEichenkamp;2017-02-10;3.13;100
BornheimEichenkamp;2017-02-11;3.98;100
BornheimEichenkamp;2017-02-12;0.00;100
BornheimEichenkamp;2017-02-13;0.00;100
BornheimEichenkamp;2017-02-14;0.00;100
BornheimEichenkamp;2017-02-15;0.00;100
BornheimEichenkamp;2017-02-16;0.03;100
BornheimEichenkamp;2017-02-17;1.41;100
BornheimEichenkamp;2017-02-18;0.00;100
BornheimEichenkamp;2017-02-19;1.88;100
BornheimEichenkamp;2017-02-20;4.88;100
BornheimEichenkamp;2017-02-21;2.40;100
BornheimEichenkamp;2017-02-22;5.93;100
BornheimEichenkamp;2017-02-23;1.29;100
BornheimEichenkamp;2017-02-24;0.03;100
BornheimEichenkamp;2017-02-25;0.03;100
BornheimEichenkamp;2017-02-26;0.09;100
BornheimEichenkamp;2017-02-27;4.10;100
BornheimEichenkamp;2017-02-28;6.34;100
BornheimEichenkamp;2017-03-01;1.18;100
BornheimEichenkamp;2017-03-02;0.00;100
BornheimEichenkamp;2017-03-03;0.00;100
BornheimEichenkamp;2017-03-04;5.10;100
BornheimEichenkamp;2017-03-05;2.26;100
BornheimEichenkamp;2017-03-06;7.12;100
BornheimEichenkamp;2017-03-07;1.73;100
BornheimEichenkamp;2017-03-08;20.96;100
BornheimEichenkamp;2017-03-09;1.52;100
BornheimEichenkamp;2017-03-10;0.00;100
BornheimEichenkamp;2017-03-11;0.00;100
BornheimEichenkamp;2017-03-12;0.00;100
BornheimEichenkamp;2017-03-13;0.00;100
BornheimEichenkamp;2017-03-14;0.00;100
BornheimEichenkamp;2017-03-15;0.00;100
BornheimEichenkamp;2017-03-16;0.00;100
BornheimEichenkamp;2017-03-17;2.18;100
BornheimEichenkamp;2017-03-18;19.36;100
BornheimEichenkamp;2017-03-19;0.00;100
BornheimEichenkamp;2017-03-20;1.19;100
BornheimEichenkamp;2017-03-21;0.07;100
BornheimEichenkamp;2017-03-22;0.00;100
BornheimEichenkamp;2017-03-23;0.00;100
BornheimEichenkamp;2017-03-24;0.00;100
BornheimEichenkamp;2017-03-25;0.00;100
BornheimEichenkamp;2017-03-26;0.00;100
BornheimEichenkamp;2017-03-27;0.00;100
BornheimEichenkamp;2017-03-28;2.21;100
BornheimEichenkamp;2017-03-29;0.00;100
BornheimEichenkamp;2017-03-30;0.00;100
BornheimEichenkamp;2017-03-31;0.00;100
BornheimEichenkamp;2017-04-01;0.03;100
BornheimEichenkamp;2017-04-02;0.00;100
BornheimEichenkamp;2017-04-03;0.00;100
BornheimEichenkamp;2017-04-04;0.00;100
BornheimEichenkamp;2017-04-05;0.03;100
BornheimEichenkamp;2017-04-06;0.00;100
BornheimEichenkamp;2017-04-07;0.00;100
BornheimEichenkamp;2017-04-08;0.00;100
BornheimEichenkamp;2017-04-09;0.00;100
BornheimEichenkamp;2017-04-10;0.10;100
BornheimEichenkamp;2017-04-11;0.03;100
BornheimEichenkamp;2017-04-12;0.26;100
BornheimEichenkamp;2017-04-13;0.00;100
BornheimEichenkamp;2017-04-14;0.00;100
BornheimEichenkamp;2017-04-15;0.38;100
BornheimEichenkamp;2017-04-16;9.71;100
BornheimEichenkamp;2017-04-17;2.56;100
BornheimEichenkamp;2017-04-18;0.49;100
BornheimEichenkamp;2017-04-19;0.00;100
BornheimEichenkamp;2017-04-20;0.00;100
BornheimEichenkamp;2017-04-21;0.10;100
BornheimEichenkamp;2017-04-22;0.16;100
BornheimEichenkamp;2017-04-23;0.00;100
BornheimEichenkamp;2017-04-24;0.75;100
BornheimEichenkamp;2017-04-25;0.00;100
BornheimEichenkamp;2017-04-26;0.00;100
BornheimEichenkamp;2017-04-27;0.00;100
BornheimEichenkamp;2017-04-28;0.05;100
BornheimEichenkamp;2017-04-29;0.00;100
BornheimEichenkamp;2017-04-30;0.30;100
BornheimEichenkamp;2017-05-01;8.02;100
BornheimEichenkamp;2017-05-02;4.45;100
BornheimEichenkamp;2017-05-03;11.83;100
BornheimEichenkamp;2017-05-04;0.20;100
BornheimEichenkamp;2017-05-05;0.00;100
BornheimEichenkamp;2017-05-06;0.00;100
BornheimEichenkamp;2017-05-07;0.15;100
BornheimEichenkamp;2017-05-08;0.03;100
BornheimEichenkamp;2017-05-09;0.00;100
BornheimEichenkamp;2017-05-10;0.00;100
BornheimEichenkamp;2017-05-11;4.65;100
BornheimEichenkamp;2017-05-12;0.57;100
BornheimEichenkamp;2017-05-13;0.16;100
BornheimEichenkamp;2017-05-14;1.60;100
BornheimEichenkamp;2017-05-15;0.00;100
BornheimEichenkamp;2017-05-16;0.00;100
BornheimEichenkamp;2017-05-17;2.14;100
BornheimEichenkamp;2017-05-18;5.76;100
BornheimEichenkamp;2017-05-19;6.47;100
BornheimEichenkamp;2017-05-20;0.00;100
BornheimEichenkamp;2017-05-21;0.00;100
BornheimEichenkamp;2017-05-22;0.00;100
BornheimEichenkamp;2017-05-23;0.00;100
BornheimEichenkamp;2017-05-24;0.00;100
BornheimEichenkamp;2017-05-25;0.00;100
BornheimEichenkamp;2017-05-26;0.00;100
BornheimEichenkamp;2017-05-27;0.00;100
BornheimEichenkamp;2017-05-28;0.00;100
BornheimEichenkamp;2017-05-29;0.00;100
BornheimEichenkamp;2017-05-30;0.00;100
BornheimEichenkamp;2017-05-31;0.00;100
BornheimEichenkamp;2017-06-01;0.00;100
BornheimEichenkamp;2017-06-02;13.22;100
BornheimEichenkamp;2017-06-03;9.01;100
BornheimEichenkamp;2017-06-04;0.00;100
BornheimEichenkamp;2017-06-05;0.00;100
BornheimEichenkamp;2017-06-06;0.22;100
BornheimEichenkamp;2017-06-07;0.73;100
BornheimEichenkamp;2017-06-08;0.00;100
BornheimEichenkamp;2017-06-09;5.83;100
BornheimEichenkamp;2017-06-10;0.00;100
BornheimEichenkamp;2017-06-11;0.03;100
BornheimEichenkamp;2017-06-12;0.00;100
BornheimEichenkamp;2017-06-13;0.00;100
